	model	target	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model2_10	anger	1.0	0.19047619047619047	0.32	1.0	0.19047619047619047	0.32	0.19047619047619047
1	../final/models/models_2nd_run/model2_10	confusion	1.0	0.15789473684210525	0.2727272727272727	1.0	0.15789473684210525	0.2727272727272727	0.15789473684210525
2	../final/models/models_2nd_run/model2_10	disgust	1.0	0.29411764705882354	0.45454545454545453	1.0	0.29411764705882354	0.45454545454545453	0.29411764705882354
3	../final/models/models_2nd_run/model2_10	embarrassment	1.0	0.2857142857142857	0.4444444444444444	1.0	0.2857142857142857	0.4444444444444444	0.2857142857142857
4	../final/models/models_2nd_run/model2_10	excitement	1.0	0.3520408163265306	0.5207547169811321	1.0	0.3520408163265306	0.5207547169811321	0.3520408163265306
5	../final/models/models_2nd_run/model2_10	fear	1.0	0.13333333333333333	0.23529411764705882	1.0	0.13333333333333333	0.23529411764705882	0.13333333333333333
6	../final/models/models_2nd_run/model2_10	joy	1.0	0.4153846153846154	0.5869565217391305	1.0	0.4153846153846154	0.5869565217391305	0.4153846153846154
7	../final/models/models_2nd_run/model2_10	nervousness	1.0	0.4696969696969697	0.6391752577319587	1.0	0.4696969696969697	0.6391752577319587	0.4696969696969697
8	../final/models/models_2nd_run/model2_10	neutral	1.0	0.48249027237354086	0.6509186351706037	1.0	0.48249027237354086	0.6509186351706037	0.48249027237354086
9	../final/models/models_2nd_run/model2_10	pride	1.0	0.30198019801980197	0.46387832699619774	1.0	0.30198019801980197	0.46387832699619774	0.30198019801980197
10	../final/models/models_2nd_run/model2_10	sadness	1.0	0.35714285714285715	0.5263157894736842	1.0	0.35714285714285715	0.5263157894736842	0.35714285714285715
11	../final/models/models_2nd_run/model2_10	surprise	1.0	0.1568627450980392	0.2711864406779661	1.0	0.1568627450980392	0.2711864406779661	0.1568627450980392
