	model	target	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model1_0	anger	1.0	0.5487364620938628	0.7086247086247086	1.0	0.5487364620938628	0.7086247086247086	0.5487364620938628
1	../final/models/models_2nd_run/model1_0	confusion	1.0	0.6690734055354994	0.8017303532804614	1.0	0.6690734055354994	0.8017303532804614	0.6690734055354994
2	../final/models/models_2nd_run/model1_0	disgust	1.0	0.7755716004813478	0.8736021687563538	1.0	0.7755716004813478	0.8736021687563538	0.7755716004813478
3	../final/models/models_2nd_run/model1_0	embarrassment	1.0	0.5697954271961492	0.725948639325412	1.0	0.5697954271961492	0.725948639325412	0.5697954271961492
4	../final/models/models_2nd_run/model1_0	excitement	1.0	0.9163658243080626	0.9563579277864992	1.0	0.9163658243080626	0.9563579277864992	0.9163658243080626
5	../final/models/models_2nd_run/model1_0	fear	1.0	0.5655836341756919	0.722521137586472	1.0	0.5655836341756919	0.722521137586472	0.5655836341756919
6	../final/models/models_2nd_run/model1_0	joy	1.0	0.9103489771359807	0.9530708661417323	1.0	0.9103489771359807	0.9530708661417323	0.9103489771359807
7	../final/models/models_2nd_run/model1_0	nervousness	1.0	0.9446450060168472	0.9715346534653465	1.0	0.9446450060168472	0.9715346534653465	0.9446450060168472
8	../final/models/models_2nd_run/model1_0	neutral	1.0	0.8459687123947052	0.9165580182529335	1.0	0.8459687123947052	0.9165580182529335	0.8459687123947052
9	../final/models/models_2nd_run/model1_0	pride	1.0	0.6125150421179302	0.7597014925373134	1.0	0.6125150421179302	0.7597014925373134	0.6125150421179302
10	../final/models/models_2nd_run/model1_0	sadness	1.0	0.9771359807460891	0.9884357881923311	1.0	0.9771359807460891	0.9884357881923311	0.9771359807460891
11	../final/models/models_2nd_run/model1_0	surprise	1.0	0.9879663056558363	0.9939467312348669	1.0	0.9879663056558363	0.9939467312348669	0.9879663056558363
