	model	target	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model1_0	anger	1.0	0.21739130434782608	0.35714285714285715	1.0	0.21739130434782608	0.35714285714285715	0.21739130434782608
1	../final/models/models_2nd_run/model1_0	confusion	1.0	0.19047619047619047	0.32	1.0	0.19047619047619047	0.32	0.19047619047619047
2	../final/models/models_2nd_run/model1_0	disgust	1.0	0.3157894736842105	0.48	1.0	0.3157894736842105	0.48	0.3157894736842105
3	../final/models/models_2nd_run/model1_0	embarrassment	1.0	0.2	0.3333333333333333	1.0	0.2	0.3333333333333333	0.2
4	../final/models/models_2nd_run/model1_0	excitement	1.0	0.1834862385321101	0.31007751937984496	1.0	0.1834862385321101	0.31007751937984496	0.1834862385321101
5	../final/models/models_2nd_run/model1_0	fear	1.0	0.058823529411764705	0.1111111111111111	1.0	0.058823529411764705	0.1111111111111111	0.058823529411764705
6	../final/models/models_2nd_run/model1_0	joy	1.0	0.6816608996539792	0.8106995884773662	1.0	0.6816608996539792	0.8106995884773662	0.6816608996539792
7	../final/models/models_2nd_run/model1_0	nervousness	1.0	0.2465753424657534	0.3956043956043956	1.0	0.2465753424657534	0.3956043956043956	0.2465753424657534
8	../final/models/models_2nd_run/model1_0	neutral	1.0	0.1258741258741259	0.2236024844720497	1.0	0.1258741258741259	0.2236024844720497	0.1258741258741259
9	../final/models/models_2nd_run/model1_0	pride	1.0	0.27232142857142855	0.4280701754385965	1.0	0.27232142857142855	0.4280701754385965	0.27232142857142855
10	../final/models/models_2nd_run/model1_0	sadness	1.0	0.5483870967741935	0.7083333333333334	1.0	0.5483870967741935	0.7083333333333334	0.5483870967741935
11	../final/models/models_2nd_run/model1_0	surprise	1.0	0.15789473684210525	0.2727272727272727	1.0	0.15789473684210525	0.2727272727272727	0.15789473684210525
