	model	target	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model2_10	anger	1.0	0.17391304347826086	0.2962962962962963	1.0	0.17391304347826086	0.2962962962962963	0.17391304347826086
1	../final/models/models_2nd_run/model2_10	confusion	1.0	0.14285714285714285	0.25	1.0	0.14285714285714285	0.25	0.14285714285714285
2	../final/models/models_2nd_run/model2_10	disgust	1.0	0.3684210526315789	0.5384615384615384	1.0	0.3684210526315789	0.5384615384615384	0.3684210526315789
3	../final/models/models_2nd_run/model2_10	embarrassment	1.0	0.26666666666666666	0.42105263157894735	1.0	0.26666666666666666	0.42105263157894735	0.26666666666666666
4	../final/models/models_2nd_run/model2_10	excitement	1.0	0.3348623853211009	0.5017182130584192	1.0	0.3348623853211009	0.5017182130584192	0.3348623853211009
5	../final/models/models_2nd_run/model2_10	fear	1.0	0.058823529411764705	0.1111111111111111	1.0	0.058823529411764705	0.1111111111111111	0.058823529411764705
6	../final/models/models_2nd_run/model2_10	joy	1.0	0.356401384083045	0.5255102040816326	1.0	0.356401384083045	0.5255102040816326	0.356401384083045
7	../final/models/models_2nd_run/model2_10	nervousness	1.0	0.4657534246575342	0.6355140186915887	1.0	0.4657534246575342	0.6355140186915887	0.4657534246575342
8	../final/models/models_2nd_run/model2_10	neutral	1.0	0.5104895104895105	0.6759259259259259	1.0	0.5104895104895105	0.6759259259259259	0.5104895104895105
9	../final/models/models_2nd_run/model2_10	pride	1.0	0.32142857142857145	0.4864864864864865	1.0	0.32142857142857145	0.4864864864864865	0.32142857142857145
10	../final/models/models_2nd_run/model2_10	sadness	1.0	0.3225806451612903	0.4878048780487805	1.0	0.3225806451612903	0.4878048780487805	0.3225806451612903
11	../final/models/models_2nd_run/model2_10	surprise	1.0	0.14035087719298245	0.24615384615384617	1.0	0.14035087719298245	0.24615384615384617	0.14035087719298245
