	model	target	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model3_35	anger	1.0	0.5908543922984356	0.7428139183055976	1.0	0.5908543922984356	0.7428139183055976	0.5908543922984356
1	../final/models/models_2nd_run/model3_35	confusion	1.0	0.7882069795427196	0.8815612382234186	1.0	0.7882069795427196	0.8815612382234186	0.7882069795427196
2	../final/models/models_2nd_run/model3_35	disgust	1.0	0.7346570397111913	0.8470343392299687	1.0	0.7346570397111913	0.8470343392299687	0.7346570397111913
3	../final/models/models_2nd_run/model3_35	embarrassment	1.0	0.45968712394705175	0.629843363561418	1.0	0.45968712394705175	0.629843363561418	0.45968712394705175
4	../final/models/models_2nd_run/model3_35	excitement	1.0	0.9115523465703971	0.9537299338999056	1.0	0.9115523465703971	0.9537299338999056	0.9115523465703971
5	../final/models/models_2nd_run/model3_35	fear	1.0	0.7719614921780987	0.8713073005093379	1.0	0.7719614921780987	0.8713073005093379	0.7719614921780987
6	../final/models/models_2nd_run/model3_35	joy	1.0	0.7418772563176895	0.8518134715025907	1.0	0.7418772563176895	0.8518134715025907	0.7418772563176895
7	../final/models/models_2nd_run/model3_35	nervousness	1.0	0.23104693140794225	0.375366568914956	1.0	0.23104693140794225	0.375366568914956	0.23104693140794225
8	../final/models/models_2nd_run/model3_35	neutral	1.0	0.9548736462093863	0.976915974145891	1.0	0.9548736462093863	0.976915974145891	0.9548736462093863
9	../final/models/models_2nd_run/model3_35	pride	1.0	0.865222623345367	0.927741935483871	1.0	0.865222623345367	0.927741935483871	0.865222623345367
10	../final/models/models_2nd_run/model3_35	sadness	1.0	0.8249097472924187	0.904055390702275	1.0	0.8249097472924187	0.904055390702275	0.8249097472924187
11	../final/models/models_2nd_run/model3_35	surprise	1.0	0.9789410348977136	0.9893584676193372	1.0	0.9789410348977136	0.9893584676193372	0.9789410348977136
