	model	error_type	target	specific_error	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model1_0	Sentence	anger	Missing Complete Thought	1.0	0.2972972972972973	0.4583333333333333	1.0	0.2972972972972973	0.4583333333333333	0.2972972972972973
1	../final/models/models_2nd_run/model1_0	Sentence	anger	Missing Object	1.0	0.34594594594594597	0.5140562248995983	1.0	0.34594594594594597	0.5140562248995983	0.34594594594594597
2	../final/models/models_2nd_run/model1_0	Sentence	anger	Missing Subject	1.0	0.572972972972973	0.7285223367697594	1.0	0.572972972972973	0.7285223367697594	0.572972972972973
3	../final/models/models_2nd_run/model1_0	Sentence	confusion	Missing Complete Thought	1.0	0.6594594594594595	0.7947882736156352	1.0	0.6594594594594595	0.7947882736156352	0.6594594594594595
4	../final/models/models_2nd_run/model1_0	Sentence	confusion	Missing Object	1.0	0.7621621621621621	0.8650306748466258	1.0	0.7621621621621621	0.8650306748466258	0.7621621621621621
5	../final/models/models_2nd_run/model1_0	Sentence	confusion	Missing Subject	1.0	0.6054054054054054	0.7542087542087542	1.0	0.6054054054054054	0.7542087542087542	0.6054054054054054
6	../final/models/models_2nd_run/model1_0	Sentence	disgust	Missing Complete Thought	1.0	0.7837837837837838	0.8787878787878788	1.0	0.7837837837837838	0.8787878787878788	0.7837837837837838
7	../final/models/models_2nd_run/model1_0	Sentence	disgust	Missing Object	1.0	0.8054054054054054	0.8922155688622755	1.0	0.8054054054054054	0.8922155688622755	0.8054054054054054
8	../final/models/models_2nd_run/model1_0	Sentence	disgust	Missing Subject	1.0	0.8378378378378378	0.9117647058823529	1.0	0.8378378378378378	0.9117647058823529	0.8378378378378378
9	../final/models/models_2nd_run/model1_0	Sentence	embarrassment	Missing Complete Thought	1.0	0.5081081081081081	0.6738351254480287	1.0	0.5081081081081081	0.6738351254480287	0.5081081081081081
10	../final/models/models_2nd_run/model1_0	Sentence	embarrassment	Missing Object	1.0	0.4486486486486487	0.6194029850746269	1.0	0.4486486486486487	0.6194029850746269	0.4486486486486487
11	../final/models/models_2nd_run/model1_0	Sentence	embarrassment	Missing Subject	1.0	0.5891891891891892	0.7414965986394558	1.0	0.5891891891891892	0.7414965986394558	0.5891891891891892
12	../final/models/models_2nd_run/model1_0	Sentence	excitement	Missing Complete Thought	1.0	0.9081081081081082	0.9518413597733711	1.0	0.9081081081081082	0.9518413597733711	0.9081081081081082
13	../final/models/models_2nd_run/model1_0	Sentence	excitement	Missing Object	1.0	0.9135135135135135	0.9548022598870056	1.0	0.9135135135135135	0.9548022598870056	0.9135135135135135
14	../final/models/models_2nd_run/model1_0	Sentence	excitement	Missing Subject	1.0	0.9243243243243243	0.9606741573033708	1.0	0.9243243243243243	0.9606741573033708	0.9243243243243243
15	../final/models/models_2nd_run/model1_0	Sentence	fear	Missing Complete Thought	1.0	0.4702702702702703	0.6397058823529411	1.0	0.4702702702702703	0.6397058823529411	0.4702702702702703
16	../final/models/models_2nd_run/model1_0	Sentence	fear	Missing Object	1.0	0.5297297297297298	0.6925795053003534	1.0	0.5297297297297298	0.6925795053003534	0.5297297297297298
17	../final/models/models_2nd_run/model1_0	Sentence	fear	Missing Subject	1.0	0.5081081081081081	0.6738351254480287	1.0	0.5081081081081081	0.6738351254480287	0.5081081081081081
18	../final/models/models_2nd_run/model1_0	Sentence	joy	Missing Complete Thought	1.0	0.7945945945945946	0.8855421686746988	1.0	0.7945945945945946	0.8855421686746988	0.7945945945945946
19	../final/models/models_2nd_run/model1_0	Sentence	joy	Missing Object	1.0	0.9297297297297298	0.9635854341736695	1.0	0.9297297297297298	0.9635854341736695	0.9297297297297298
20	../final/models/models_2nd_run/model1_0	Sentence	joy	Missing Subject	1.0	0.9837837837837838	0.9918256130790191	1.0	0.9837837837837838	0.9918256130790191	0.9837837837837838
21	../final/models/models_2nd_run/model1_0	Sentence	nervousness	Missing Complete Thought	1.0	0.8	0.8888888888888888	1.0	0.8	0.8888888888888888	0.8
22	../final/models/models_2nd_run/model1_0	Sentence	nervousness	Missing Object	1.0	0.8702702702702703	0.930635838150289	1.0	0.8702702702702703	0.930635838150289	0.8702702702702703
23	../final/models/models_2nd_run/model1_0	Sentence	nervousness	Missing Subject	1.0	0.9297297297297298	0.9635854341736695	1.0	0.9297297297297298	0.9635854341736695	0.9297297297297298
24	../final/models/models_2nd_run/model1_0	Sentence	neutral	Missing Complete Thought	1.0	0.9243243243243243	0.9606741573033708	1.0	0.9243243243243243	0.9606741573033708	0.9243243243243243
