	model	error_type	target	specific_error	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../final/models/models_2nd_run/model3_35	Sentence	anger	Missing Complete Thought	1.0	0.3675675675675676	0.5375494071146245	1.0	0.3675675675675676	0.5375494071146245	0.3675675675675676
1	../final/models/models_2nd_run/model3_35	Sentence	anger	Missing Object	1.0	0.518918918918919	0.6832740213523132	1.0	0.518918918918919	0.6832740213523132	0.518918918918919
2	../final/models/models_2nd_run/model3_35	Sentence	anger	Missing Subject	1.0	0.6216216216216216	0.7666666666666667	1.0	0.6216216216216216	0.7666666666666667	0.6216216216216216
3	../final/models/models_2nd_run/model3_35	Sentence	confusion	Missing Complete Thought	1.0	0.772972972972973	0.8719512195121951	1.0	0.772972972972973	0.8719512195121951	0.772972972972973
4	../final/models/models_2nd_run/model3_35	Sentence	confusion	Missing Object	1.0	0.8756756756756757	0.9337175792507204	1.0	0.8756756756756757	0.9337175792507204	0.8756756756756757
5	../final/models/models_2nd_run/model3_35	Sentence	confusion	Missing Subject	1.0	0.7621621621621621	0.8650306748466258	1.0	0.7621621621621621	0.8650306748466258	0.7621621621621621
6	../final/models/models_2nd_run/model3_35	Sentence	disgust	Missing Complete Thought	1.0	0.7081081081081081	0.8291139240506329	1.0	0.7081081081081081	0.8291139240506329	0.7081081081081081
7	../final/models/models_2nd_run/model3_35	Sentence	disgust	Missing Object	1.0	0.6918918918918919	0.8178913738019169	1.0	0.6918918918918919	0.8178913738019169	0.6918918918918919
8	../final/models/models_2nd_run/model3_35	Sentence	disgust	Missing Subject	1.0	0.8	0.8888888888888888	1.0	0.8	0.8888888888888888	0.8
9	../final/models/models_2nd_run/model3_35	Sentence	embarrassment	Missing Complete Thought	1.0	0.40540540540540543	0.5769230769230769	1.0	0.40540540540540543	0.5769230769230769	0.40540540540540543
10	../final/models/models_2nd_run/model3_35	Sentence	embarrassment	Missing Object	1.0	0.372972972972973	0.5433070866141733	1.0	0.372972972972973	0.5433070866141733	0.372972972972973
